sgRNA	Gene	Func	Clinic	Exon	library	day0_r1	day0_r2	day5_r1	day5_r2	day10_r1	day10_r2	lib_ratio	day0_rep1_ratio	day0_rep2_ratio	day5_rep1_ratio	day5_rep2_ratio	day10_rep1_ratio	day10_rep2_ratio	day5_day0_rep1	day5_day0_rep2	day10_day0_rep1	day10_day0_rep2	day10_day5_rep1	day10_day5_rep2	day5_day0	day10_day0	day10_day5	day5_lib	day10_lib
Gene_A_41244841_NGG	Gene_A_41244841_NGG	nonsynonymous SNV;nonsynonymous SNV	Uncertain_significance	exon10	6243	8011	12135	7304	11516	10730	9623	2290.0	2047.572	2208.121	1968.338	2107.505	2141.983	2242.348	0.96130343646	0.954433656489	1.0461087571	1.01550050926	1.08821909652	1.06398229186	0.957738962843	1.03022727438	1.07568691925	0.889922052402	0.957277510917
Gene_T_41245581_NGG	Gene_T_41245581_NGG	nonsynonymous SNV;nonsynonymous SNV	Uncertain_significance	exon10	5247	7733	10474	7024	10476	10156	8664	1924.656	1976.516	1905.88	1892.881	1917.178	2027.398	2018.882	0.957685644842	1.00592797028	1.02574327757	1.05929124604	1.07106468922	1.05304880402	0.981367949071	1.04221207728	1.06199930237	0.989802593295	1.05116966357
Gene_A_41246439_NGG	Gene_A_41246439_NGG	nonsynonymous SNV;synonymous SNV	NA	exon10	3009	5073	6391	4377	6624	6199	5651	1103.734	1296.634	1162.925	1179.548	1212.236	1237.479	1316.794	0.909700038716	1.0424025625	0.954378028033	1.13231205796	1.04911288053	1.08625218192	0.972444247119	1.03850852937	1.06793631866	1.08349656711	1.15710533516
Gene_A_41196995_NGG	Gene_A_41196995_NGG	UTR3;UTR3	NA	NA	6915	10141	15500	9970	13153	13738	9426	2536.497	2591.989	2820.426	2686.792	2407.087	2742.457	2196.443	1.0365753867	0.853448025227	1.05805117229	0.778762853555	1.02071801613	0.912490076179	0.941147158893	0.912513175727	0.969575445353	1.00411689823	0.973567088784
Gene_T_41245554_NGG	Gene_T_41245554_NGG	nonsynonymous SNV;nonsynonymous SNV	NA	exon10	5204	7434	10429	6418	9509	9676	8064	1908.883	1900.094	1897.692	1729.572	1740.211	1931.578	1879.07	0.910256018913	0.917014457562	1.01656970655	0.990187027189	1.11679536903	1.07979434678	0.91363310097	1.00338671005	1.09823813189	0.908851668751	0.998135558858
Gene_T_41251875_NGG	Gene_T_41251875_NGG	nonsynonymous SNV;nonsynonymous SNV	NA	exon7	2985	5515	7442	4378	6531	6942	5888	1094.93	1409.607	1354.169	1179.817	1195.217	1385.801	1372.02	0.836982932122	0.882620263793	0.983111604866	1.01318225421	1.17458978808	1.14792543948	0.859343883151	0.99784533913	1.16117116639	1.08455974355	1.25935950243
Gene_A_41246114_NGG	Gene_A_41246114_NGG	synonymous SNV;nonsynonymous SNV	NA	exon10	4590	6832	9321	6327	9032	8619	9144	1683.662	1746.225	1696.077	1705.048	1652.916	1720.574	2130.731	0.976419419032	0.974552452512	0.985310598577	1.25627020471	1.009105902	1.28907397593	0.975499534904	1.11881671045	1.1469167031	0.997220344701	1.14372867001
Gene_T_41246739_NGG	Gene_T_41246739_NGG	nonsynonymous SNV;nonsynonymous SNV	NA	exon10	11389	17581	23497	16535	23006	22964	18948	4177.608	4493.616	4275.584	4455.979	4210.252	4584.204	4415.256	0.991624339953	0.984719748226	1.02015926595	1.03266735024	1.02877594351	1.04869162226	0.988257879852	1.02625781143	1.03845143292	1.03722405262	1.0771068037
Gene_T_41247877_NGG	Gene_T_41247877_NGG	nonsynonymous SNV;nonsynonymous SNV	NA	exon9	8128	11326	17869	12279	16769	16721	11934	2981.438	2894.869	3251.497	3309.039	3068.839	3337.941	2780.856	1.14307037728	0.943823414261	1.15305424874	0.855254056824	1.00873425789	0.906158974127	1.03766648455	0.995514585366	0.959378181897	1.0695976237	1.02614862358
Gene_A_41199670_NGG	Gene_A_41199670_NGG	nonsynonymous SNV;nonsynonymous SNV	NA	NA	3862	5521	8273	5348	7462	6057	6369	1416.623	1411.14	1505.38	1441.22	1365.596	1209.133	1484.102	1.02131609904	0.907143711222	0.856848363734	0.985865362898	0.838964904733	1.0867796918	0.962385308518	0.923441293048	0.959533863281	0.990671477168	0.95058282973
Gene_T_41246574_NGG	Gene_T_41246574_NGG	nonsynonymous SNV;nonsynonymous SNV	NA	exon10	4563	6864	10207	7007	9731	10576	7163	1673.758	1754.404	1857.296	1888.3	1780.838	2111.241	1669.12	1.07631993543	0.958833702329	1.2033949991	0.898682816309	1.11806439655	0.937266612685	1.01590331423	1.04669850763	1.03031311442	1.09607780814	1.12930334015
Gene_T_41197034_NGG	Gene_T_41197034_NGG	UTR3;UTR3	NA	NA	3995	5805	7487	5121	7065	6429	6273	1465.409	1483.729	1362.357	1380.046	1292.942	1283.393	1461.732	0.930119988219	0.949047863372	0.864978038442	1.07294343553	0.929963928739	1.13054723259	0.939180333974	0.964526370602	1.02698740137	0.912027973078	0.936641238043
Gene_A_41196854_NGG	Gene_A_41196854_NGG	UTR3;UTR3	NA	NA	4219	7232	9407	3275	5096	3892	4063	1547.575	1848.463	1711.726	882.572	932.602	776.943	946.759	0.477462627058	0.544831357355	0.420318394255	0.553101956738	0.880316846671	1.01518010899	0.509853269026	0.484160251043	0.949607034918	0.586457522253	0.556904188812
Gene_A_41228585_NGG	Gene_A_41228585_NGG	synonymous SNV;synonymous SNV	NA	exon13	5719	8415	11755	7962	13024	10487	9779	2097.791	2150.832	2138.975	2145.661	2383.479	2093.474	2278.699	0.997595814085	1.11430895639	0.973332180291	1.06532287661	0.975677891335	0.95603905048	1.05579108804	1.01920039759	0.965342868624	1.07950220017	1.0420897506
Gene_A_41231381_NGG	Gene_A_41231381_NGG	nonsynonymous SNV;nonsynonymous SNV	NA	NA	7495	9451	13562	8516	13977	12260	10513	2749.247	2415.629	2467.782	2294.957	2557.885	2447.411	2449.735	0.95004530911	1.03651173402	1.01315682168	0.992686955331	1.06643000283	0.957718974856	0.993740236077	1.00281258325	1.00912949566	0.882576574604	0.890634053615
Gene_T_41277282_NGG	Gene_T_41277282_NGG	intronic;intronic	NA	NA	6348	8279	12956	8692	12598	10979	8973	2328.515	2116.071	2357.513	2342.387	2305.518	2191.69	2090.885	1.10695104276	0.977944978458	1.03573556842	0.886902850589	0.935665199645	0.90690465223	1.03896674344	0.957302914174	0.921398995892	0.998040596689	0.919593603649
Gene_T_41234436_NGG	Gene_T_41234436_NGG	nonsynonymous SNV;nonsynonymous SNV	Conflicting_interpretations_of_pathogenicity	exon12	9287	13450	20313	13529	19966	18704	14420	3406.572	3437.753	3696.214	3645.899	3653.912	3733.798	3360.143	1.06054710737	0.988555316332	1.08611584369	0.909076963617	1.02410900576	0.919601512023	1.0232470938	0.994389376906	0.971797899973	1.07143060531	1.04121401221
Gene_A_41246693_NGG	Gene_A_41246693_NGG	synonymous SNV;synonymous SNV	NA	exon10	6052	7134	9263	6607	11408	9679	8491	2219.939	1823.415	1685.523	1780.505	2087.74	1932.177	1978.57	0.976467233186	1.23863038357	1.05964741981	1.1738611695	1.08518482116	0.947709005911	1.10239764852	1.11451014523	1.0109874116	0.871250291112	0.88082307667
Gene_A_T_NGG_nontargeting_36	nontargeting	Negative;Negative	Negative	NA	7065	7886	10618	7597	12265	11484	8179	2591.518	2015.622	1932.083	2047.298	2244.577	2292.501	1905.868	1.0157152482	1.16173942838	1.13736653003	0.986431742322	1.119769081	0.849098961631	1.08718229959	1.06349613256	0.978213251784	0.828061969857	0.810021192212
Gene_T_41246778_NGG	Gene_T_41246778_NGG	nonsynonymous SNV;nonsynonymous SNV	NA	exon10	6035	9407	12676	8840	11344	12138	9435	2213.703	2404.383	2306.563	2382.271	2076.028	2423.056	2198.54	0.990803461844	0.900052589069	1.00776623358	0.95316711488	1.01712021848	1.05901269154	0.946370219485	0.981033533392	1.03662764655	1.00697767496	1.04386089733
Gene_T_41243463_NGG	Gene_T_41243463_NGG	nonsynonymous SNV;nonsynonymous SNV	NA	exon10	3726	5943	9003	6581	9228	8158	5914	1366.737	1519.001	1638.213	1773.498	1688.786	1628.546	1378.078	1.16754235185	1.03087083304	1.07211647655	0.841208072455	0.9182677398	0.816016949454	1.09662632942	0.952302884759	0.868393234062	1.26662408349	1.0999277842
Gene_A_41277481_NGG	Gene_A_41277481_NGG	UTR5;UTR5	NA	exon1	5480	7352	11218	7429	11885	10139	9495	2010.123	1879.135	2041.261	2002.024	2175.035	2024.005	2212.521	1.06539657875	1.06553498058	1.07709398207	1.08389911922	1.01097938886	1.01723466519	1.06546864143	1.08063726215	1.01423657171	1.03900582203	1.05379770293
Gene_A_41196506_NGG	Gene_A_41196506_NGG	UTR3;UTR3	NA	NA	4704	6663	10507	6773	10183	10170	7318	1725.478	1703.03	1911.885	1825.24	1863.557	2030.193	1705.238	1.07176033305	0.97472232901	1.19210642208	0.891914524148	1.11228824703	0.915044723612	1.02043810159	1.03333854323	1.0126420619	1.06892032237	1.08243367925
Gene_A_T_NGG_nontargeting_17	nontargeting	Negative;Negative	Negative	NA	5960	8157	10573	7544	10767	12012	7987	2186.192	2084.889	1923.895	2033.015	1970.433	2397.903	1861.128	0.975119059096	1.0241894698	1.15013461148	0.967375038659	1.17948121386	0.94452742113	0.998668923045	1.06242466543	1.0638407193	0.915621317798	0.974075241333
Gene_A_41246118_NGG	Gene_A_41246118_NGG	nonsynonymous SNV;nonsynonymous SNV	NA	exon10	5437	7882	10883	7365	11137	11343	9782	1994.35	2014.6	1980.303	1984.777	2038.146	2264.354	2279.398	0.985196565075	1.02920916648	1.12397200437	1.15103496788	1.14086066092	1.11836836026	1.00701393751	1.13738731579	1.12946531664	1.00857998847	1.13915611603
Gene_A_41234542_NGG	Gene_A_41234542_NGG	synonymous SNV;synonymous SNV	NA	exon12	2441	3530	4471	3160	5135	4051	3542	895.385	902.25	813.557	851.581	939.739	808.684	825.356	0.943841507343	1.15509915101	0.89629703519	1.01450297889	0.949626635634	0.878282161324	1.04401019462	0.952344873287	0.912198825447	1.00030713045	0.912478989485
Gene_A_41246120_NGG	Gene_A_41246120_NGG	synonymous SNV;synonymous SNV	Likely_benign	exon10	3142	3904	6654	3902	6113	5958	5574	1152.52	997.843	1210.782	1051.541	1118.72	1189.37	1298.851	1.05381407696	0.923964842556	1.19194101677	1.07273728879	1.13107334854	1.16101526745	0.982629916803	1.12659278963	1.14650772419	0.941528563496	1.07946977059
Gene_A_41245776_NGG	Gene_A_41245776_NGG	nonsynonymous SNV;nonsynonymous SNV	Likely_benign	exon10	6520	10698	16532	10503	16360	16064	14380	2391.606	2734.356	3008.212	2830.429	2993.99	3206.787	3350.822	1.03513551271	0.995272274693	1.17277596626	1.11389157413	1.13296853587	1.1191827628	1.01425337932	1.1419297081	1.12588208369	1.21767945891	1.37096348646
Gene_T_41226495_NGG	Gene_T_41226495_NGG	nonsynonymous SNV;nonsynonymous SNV	NA	exon14	3009	4228	5268	4195	6143	5591	5615	1103.734	1080.656	958.581	1130.501	1124.21	1116.107	1308.405	1.04612476126	1.17278560706	1.03280507396	1.36493942609	0.987267591979	1.16384394375	1.10566403022	1.188930958	1.0753094299	1.02140144274	1.09832260309
Gene_A_41245535_NGG	Gene_A_41245535_NGG	synonymous SNV;synonymous SNV	NA	exon10	10374	18379	24516	16491	23763	24193	20350	3805.295	4697.581	4461.005	4444.121	4348.788	4829.544	4741.949	0.946044570599	0.974844906025	1.0280916923	1.06297773708	1.08672648652	1.09040702835	0.960072766691	1.0450841429	1.08854680516	1.15535181898	1.25765453138
Gene_A_T_NGG_nontargeting_29	nontargeting	Negative;Negative	Negative	NA	4458	6387	8736	6202	9789	9885	7894	1635.243	1632.486	1589.629	1671.362	1791.453	1973.3	1839.457	1.02381398677	1.12696295802	1.20876993738	1.15716119925	1.18065386194	1.02679612583	1.07470248579	1.18330878941	1.10105708795	1.05880746776	1.16580746715
Gene_A_41244125_NGG	Gene_A_41244125_NGG	synonymous SNV;synonymous SNV	Likely_benign	exon10	3029	4821	5533	3674	5861	4748	4356	1111.07	1232.224	1006.801	990.098	1072.602	947.823	1015.033	0.803504882229	1.06535651037	0.76919699665	1.00817639236	0.957302206448	0.94632771522	0.921249204453	0.876656580431	0.95159548165	0.928249345226	0.883317882762
Gene_A_41219674_NGG	Gene_A_41219674_NGG	synonymous SNV;nonsynonymous SNV	Likely_benign	exon16	3940	5458	7815	4974	8131	7568	7918	1445.235	1395.038	1422.041	1340.432	1488.027	1510.767	1845.049	0.96085698024	1.04640231892	1.08295759685	1.2974654036	1.12707470427	1.23992978622	1.00403964532	1.1912395783	1.18644675422	0.978546395569	1.16099319488
Gene_A_41246456_NGG	Gene_A_41246456_NGG	synonymous SNV;synonymous SNV	Likely_benign	exon10	3599	6132	8608	5387	8676	7756	6257	1320.152	1567.309	1566.337	1451.73	1587.766	1548.297	1458.004	0.926256405087	1.01368096393	0.987869654293	0.930836722876	1.0665185675	0.918273851437	0.969955125754	0.959362033874	0.989078781482	1.15119168096	1.13861926505
Gene_T_41197088_NGG	Gene_T_41197088_NGG	UTR3;UTR3	NA	NA	4787	7367	10073	3075	4792	4039	4560	1755.923	1882.969	1832.913	828.675	876.968	806.288	1062.569	0.440089560688	0.478455878702	0.428200358052	0.579716003978	0.972984583824	1.21163942128	0.459014306698	0.502937660561	1.09569059879	0.485682743492	0.532158016041
Gene_T_41245297_NGG	Gene_T_41245297_NGG	nonsynonymous SNV;nonsynonymous SNV	NA	exon10	9983	15711	22902	13739	21208	20372	17124	3661.872	4015.654	4167.316	3702.491	3881.206	4066.774	3990.228	0.922014446464	0.931344299304	1.01273018044	0.957505502343	1.09838862539	1.02808972263	0.926765831966	0.984606078233	1.06241085318	1.03549455033	1.10012064867
Gene_A_41244362_NGG	Gene_A_41244362_NGG	synonymous SNV;nonsynonymous SNV	NA	exon10	5057	6215	8383	6295	9157	7454	6603	1854.962	1588.523	1525.396	1696.425	1675.792	1488.01	1538.629	1.06792599163	1.09859472557	0.936725499096	1.00867512436	0.877144583462	0.918150343241	1.08294949226	0.971971011449	0.897522015932	0.908971989723	0.815822372642
Gene_A_41244860_NGG	Gene_A_41244860_NGG	synonymous SNV;synonymous SNV	NA	exon10	7746	11821	17088	11067	17206	15919	13331	2841.317	3021.389	3109.384	2982.42	3148.813	3177.841	3106.385	0.987102289708	1.01268064671	1.05178148196	0.999035500279	1.06552430577	0.986525716198	1.00007503132	1.02502995952	1.02495305594	1.07894208918	1.10586499148
Gene_A_41245632_NGG	Gene_A_41245632_NGG	nonsynonymous SNV;synonymous SNV	NA	exon10	3100	5036	6848	3866	6204	5317	5098	1137.114	1287.177	1246.083	1041.839	1135.374	1061.41	1187.934	0.809398396646	0.911154393407	0.824602987779	0.953334569206	1.0187850522	1.04629311575	0.859451063057	0.88792465045	1.03312996937	0.957341568216	0.989058265046
Gene_A_41251872_NGG	Gene_A_41251872_NGG	nonsynonymous SNV;nonsynonymous SNV	NA	exon7	4415	5949	8186	5553	7889	6385	7062	1619.47	1520.535	1489.549	1496.465	1443.74	1274.61	1645.585	0.984170045412	0.969246396057	0.8382641636	1.10475385503	0.851747284434	1.13980702897	0.976785033242	0.970137378226	0.993194352094	0.90776766473	0.901589717624
Gene_T_41243568_NGG	Gene_T_41243568_NGG	nonsynonymous SNV;nonsynonymous SNV	Uncertain_significance	exon10	8004	11927	14635	10669	17463	15283	13896	2935.954	3048.482	2663.028	2875.164	3195.846	3050.879	3238.041	0.943146129779	1.20007975883	1.00078629298	1.21592450399	1.06111477467	1.01320307674	1.0629430746	1.10109585731	1.03589353337	1.0339075476	1.07101814265
Gene_A_T_NGG_nontargeting_38	nontargeting	Negative;Negative	Negative	NA	2864	3818	5696	3700	5353	5208	5090	1050.546	975.862	1036.461	997.104	979.635	1039.65	1186.07	1.02176742203	0.945173045585	1.06536579967	1.14434600048	1.04266957108	1.21072644403	0.982316954087	1.1060451031	1.12595542457	0.940815061882	1.05931582244
Gene_A_41197700_NGG	Gene_A_41197700_NGG	nonsynonymous SNV;nonsynonymous SNV	NA	exon23	9045	13771	16778	12641	18962	17704	15247	3317.804	3519.799	3052.975	3406.594	3470.173	3534.173	3552.85	0.967837652093	1.13665293689	1.00408375592	1.16373373513	1.03745060315	1.02382503697	1.04625033509	1.07823926397	1.03057483262	1.03634316554	1.06802918436
Gene_T_41244093_NGG	Gene_T_41244093_NGG	nonsynonymous SNV;nonsynonymous SNV	NA	exon10	4869	7586	10295	7071	10184	9274	8350	1786.002	1938.944	1873.309	1905.547	1863.74	1851.328	1945.714	0.982775675832	0.994891926532	0.954812516504	1.03865085792	0.971546752717	1.04398360286	0.988729499328	0.996009971007	1.00736346158	1.05523034129	1.06300048936
Gene_A_41197653_NGG	Gene_A_41197653_NGG	UTR3;UTR3	NA	NA	3503	5931	8280	5732	7601	8692	7441	1284.938	1515.934	1506.654	1544.703	1391.034	1735.146	1733.899	1.01897773914	0.923260416791	1.14460524007	1.15082759545	1.12328777765	1.24648211331	0.971266014422	1.14770686577	1.18166068691	1.14236523474	1.34988808799
Gene_A_41256140_NGG	Gene_A_41256140_NGG	nonsynonymous SNV;synonymous SNV	NA	exon6	3614	4206	6065	4184	5943	5618	4838	1325.654	1075.033	1103.606	1127.536	1087.609	1121.497	1127.349	1.04883850077	0.985504790659	1.0432209988	1.02151401859	0.994644073449	1.03653886645	1.01675633274	1.03222516443	1.01521390248	0.835491387647	0.848202472138
Gene_T_41245188_NGG	Gene_T_41245188_NGG	nonsynonymous SNV;nonsynonymous SNV	NA	exon10	2706	4138	5675	3911	5202	6510	4290	992.59	1057.652	1032.64	1053.966	952.001	1299.563	999.654	0.996514921732	0.921909862101	1.22872457103	0.968056631546	1.23302174833	1.05005561969	0.959658746242	1.09995015051	1.14618884558	1.01047109078	1.15819069304
Gene_T_41245249_NGG	Gene_T_41245249_NGG	nonsynonymous SNV;nonsynonymous SNV	Uncertain_significance	exon10	4437	5729	8213	6168	8569	7632	6812	1627.54	1464.304	1494.462	1662.2	1568.184	1523.543	1587.33	1.13514680012	1.04933012683	1.04045539724	1.06214142615	0.916582240404	1.01220902649	1.09180110898	1.05140893197	0.963004088678	0.992413089694	0.955697863033
Gene_T_41243730_NGG	Gene_T_41243730_NGG	nonsynonymous SNV;nonsynonymous SNV	Conflicting_interpretations_of_pathogenicity	exon10	6483	9616	12866	9011	13991	12138	12214	2378.034	2457.802	2341.136	2428.353	2560.447	2423.056	2846.102	0.98801815606	1.09367717211	0.985862978385	1.21569272353	0.997818686163	1.11156450417	1.03956333672	1.097984179	1.05619748236	1.04893369901	1.10788113206
Gene_T_41277375_NGG	Gene_T_41277375_NGG	UTR5;UTR5	NA	exon1	12050	18392	24995	17792	24668	19799	16391	4420.07	4700.904	4548.165	4794.725	4514.409	3952.388	3819.425	1.01995807615	0.992578105676	0.840771902596	0.839772743513	0.824320060066	0.846052052439	1.00649416714	0.840280573104	0.834858860126	1.05305277971	0.879150443319
Gene_A_41234446_NGG	Gene_A_41234446_NGG	synonymous SNV;synonymous SNV	Likely_benign	exon12	6649	9790	13351	9177	13467	12413	11019	2438.925	2502.275	2429.388	2473.088	2464.551	2477.953	2567.643	0.988335814409	1.01447401568	0.990280045159	1.05690939446	1.00196717626	1.0418299317	1.00121176163	1.02310234905	1.02186409335	1.01225724448	1.03438933137
Gene_T_41197164_NGG	Gene_T_41197164_NGG	UTR3;UTR3	NA	NA	8214	11181	16059	11331	16399	15789	12366	3012.984	2857.808	2922.144	3053.565	3001.127	3151.89	2881.521	1.06849900343	1.02702912656	1.10290474378	0.986098221032	1.03220006779	0.960146305038	1.04753326671	1.04385140223	0.996485205193	1.00476670304	1.00123515425
Gene_A_41222945_NGG	Gene_A_41222945_NGG	synonymous SNV;synonymous SNV	NA	exon15	15132	21807	32239	21813	30362	29255	23943	5550.581	5573.761	5866.305	5878.334	5556.449	5840.049	5579.189	1.05464407247	0.947180380154	1.04777528136	0.951056755487	0.993487100257	1.00409254184	0.999538201965	0.998179381133	0.998640551377	1.03005279988	1.02865249602
Gene_A_41197241_NGG	Gene_A_41197241_NGG	UTR3;UTR3	NA	NA	5466	8830	11041	8690	12430	12360	10148	2004.988	2256.904	2009.053	2341.848	2274.773	2467.373	2364.683	1.03763740062	1.13226131914	1.09325562806	1.17701374727	1.05360083148	1.03952482292	1.08220054726	1.13270152512	1.04666508254	1.15128394783	1.20500870828
Gene_A_T_NGG_nontargeting_34	nontargeting	Negative;Negative	Negative	NA	8106	11918	15633	11538	17360	16521	13065	2973.368	3046.182	2844.627	3109.349	3176.996	3298.016	3044.401	1.02073644976	1.11684097775	1.08267201369	1.07022853963	1.06067733149	0.958264033068	1.06714459763	1.07666315442	1.00891965045	1.05710847093	1.06653750898
Gene_T_41244153_NGG	Gene_T_41244153_NGG	nonsynonymous SNV;nonsynonymous SNV	NA	exon10	2255	2476	3836	2476	3482	2958	2868	827.158	632.853	698.01	667.251	637.229	590.493	668.3	1.05435385469	0.912922450968	0.933065024579	0.957436139883	0.884963829204	1.04875955112	0.980176021123	0.945847168341	0.964976849013	0.788531332587	0.760914480668
Gene_A_41251847_NGG	Gene_A_41251847_NGG	synonymous SNV;synonymous SNV	NA	exon7	3762	5893	7194	5267	7683	7973	6254	1379.942	1506.222	1309.042	1419.392	1406.04	1591.615	1457.305	0.942352455349	1.07409846285	1.05669350202	1.11326068988	1.12133575503	1.03646055589	1.00361173943	1.08299612399	1.07909870066	1.02375027356	1.10472759
Gene_T_41251801_NGG	Gene_T_41251801_NGG	nonsynonymous SNV;nonsynonymous SNV	NA	exon7	12190	30610	42116	28883	42852	40984	33680	4471.424	7823.764	7663.553	7783.612	7842.203	8181.458	7848.101	0.994867943358	1.02331164148	1.04571891483	1.02408125839	1.05111328776	1.00075208459	1.00894267225	1.03501200369	1.02583826828	1.7472973934	1.79244453221
Gene_T_41276048_NGG	Gene_T_41276048_NGG	synonymous SNV;synonymous SNV	Likely_benign	exon2	6262	9416	12837	7176	12234	10702	9614	2296.969	2406.683	2335.859	1933.843	2238.904	2136.394	2240.251	0.803530419253	0.958492785737	0.887692313446	0.959069447257	1.10474014695	1.00060163366	0.879854516839	0.922847915738	1.04886421343	0.908315915452	0.952700058207
